WARN   | wrapper  | 2013/05/05 23:50:48 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:44:58 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:44:58 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:48:58 | [2013-05-06 13:48:58,834][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:48:58 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:48:58 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:48:58 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:52:59 | [2013-05-06 13:52:59,133][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:52:59 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:52:59 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:52:59 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:56:59 | [2013-05-06 13:56:59,432][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:56:59 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:56:59 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:56:59 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:00:59 | [2013-05-06 14:00:59,734][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:00:59 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:00:59 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:00:59 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:05:00 | [2013-05-06 14:05:00,032][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:05:00 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:05:00 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:05:00 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:09:00 | [2013-05-06 14:09:00,334][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:09:00 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:09:00 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:09:00 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:13:00 | [2013-05-06 14:13:00,636][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:13:00 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:13:00 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:13:00 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:17:01 | [2013-05-06 14:17:00,936][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:17:01 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:17:01 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:17:01 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:21:01 | [2013-05-06 14:21:01,233][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:21:01 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 14:21:01 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 14:21:01 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 14:25:01 | [2013-05-06 14:25:01,533][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 14:25:01 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 14:25:01 | 	at java.lang.Thread.run(Thread.java:680)
